record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.1007/978-981-15-8920-1_3,10.1007/978-981-15-8920-1_3,Pollination Management in Stone Fruit Crops,2021,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-030-83375-6_14,10.1007/978-3-030-83375-6_14,Temporal Patterns of Pollination and Seed Dispersal in Capões of the Southern Pantanal,2021,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-030-05165-5_3,10.1007/978-3-030-05165-5_3,Recognition of Plant Odor Information in Moths,2019,book-chapter,antagonist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/s11252-019-0825-7,10.1007/s11252-019-0825-7,Short-distance pollen dispersal by bats in an urban setting: monitoring the movement of a vertebrate pollinator through fluorescent dyes,2019,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.23943/princeton/9780691182353.003.0008,10.23943/princeton/9780691182353.003.0008,Use of Time in the Phenology of Vertical Species Interactions,2019,book-chapter,antagonist,P3,1,timing_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-030-13947-6_4,10.1007/978-3-030-13947-6_4,Welfare of Managed Honey Bees,2019,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.4160/9789290604761-2,10.4160/9789290604761-2,"Guatemalan potato tuber moth, Tecia solanivora (Povolny 1973)",2017,book,antagonist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/s11258-016-0608-7,10.1007/s11258-016-0608-7,The diverse effects of habitat fragmentation on plant–pollinator interactions,2016,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/acprof:oso/9780199674237.003.0008,10.1093/acprof:oso/9780199674237.003.0008,Cross-pollination of plants and animals: wild quantitative genetics and plant evolutionary genetics,2014,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-81-322-2003-9_7,10.1007/978-81-322-2003-9_7,Pollination Ecology,2014,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/b16453-10,10.1201/b16453-10,Simulation of Solitary (Non-Apis) Bees Competing for Pollen,2014,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/b15417-10,10.1201/b15417-10,Phenological Patterns of Tropical Dry Forests along Latitudinal and Successional Gradients in the Neotropics,2013,book-chapter,mutualist,P3,1,timing_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5772/23068,10.5772/23068,Bee Diversity in Thailand and the Applications of Bee Products,2011,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1017/cbo9781139014113.015,10.1017/cbo9781139014113.015,Pollinators as drivers of plant distribution and assemblage into communities,2011,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-4-431-53901-8_6,10.1007/978-4-431-53901-8_6,Can Tiny Thrips Provide Sufficient Pollination Service During a General Flowering Period in Tropical Rainforest?,2010,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-81-8489-992-4_14,10.1007/978-81-8489-992-4_14,The saga of pollination biology,2010,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1016/s0065-2504(09)00405-x,10.1016/s0065-2504(09)00405-x,Chapter 5 Empirical Evidence of Density‐Dependence in Populations of Large Herbivores,2009,book-chapter,antagonist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-1-4020-9602-0_6,10.1007/978-1-4020-9602-0_6,Pollination and Fertilization,2009,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1079/9781845934583.0093,10.1079/9781845934583.0093,"Flowering, pollination, fertilization and fruiting.",2008,book-chapter,mutualist,P3,1,identified_partner_title;nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/obo/9780199830060-0242,10.1093/obo/9780199830060-0242,Phenotypic Plasticity,2023,reference-entry,antagonist,P3,0,,other_source_type,manual_source_type_and_biological_screen
doi:10.1079/cpc.27317.20210102792,10.1079/cpc.27317.20210102792,Hylocereus undatus (dragon fruit).,2021,other,mutualist,P3,0,,other_source_type,manual_source_type_and_biological_screen
doi:10.6084/m9.figshare.c.5127031.v1,10.6084/m9.figshare.c.5127031.v1,"Supplementary material from ""Multivariate phenotypic divergence along an urbanization gradient""",2020,supplementary-materials,mutualist,P3,0,,other_source_type,manual_source_type_and_biological_screen
titleyear:impact of environmental variables on tundra vegetation onset of flowering explained by survival modelling|2019,,Impact of environmental variables on tundra vegetation onset of flowering explained by survival modelling,2019,other,mutualist,P3,0,,other_source_type,manual_source_type_and_biological_screen
doi:10.6084/m9.figshare.c.3666703.v1,10.6084/m9.figshare.c.3666703.v1,"Supplementary material from ""Trade-offs in mutualistic investment in a tripartite symbiosis""",2017,supplementary-materials,antagonist,P3,0,,other_source_type,manual_source_type_and_biological_screen
doi:10.1093/obo/9780199830060-0006,10.1093/obo/9780199830060-0006,Mutualisms and Symbioses,2012,reference-entry,mutualist,P3,0,,other_source_type,manual_source_type_and_biological_screen
titleyear:raccoon dogs in norway potential expansion rate distribution area and management implications|2007,,"Raccoon dogs in Norway - potential expansion rate, distribution area and management implications",2007,report,antagonist,P3,0,,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/0-306-48380-7_2641,10.1007/0-306-48380-7_2641,Methods for Measuring Crop Losses by Insects,2006,reference-entry,antagonist,P3,0,,other_source_type,manual_source_type_and_biological_screen
titleyear:observations of allium tricoccum at select locations in northern michigan including a small scale study of growth patterns and underground parts|1997,,Observations of Allium tricoccum at select locations in northern Michigan including a small scale study of growth patterns and underground parts.,1997,report,mutualist,P3,0,,other_source_type,manual_source_type_and_biological_screen
titleyear:intra umbel geitonogamy and umbel size in a natural population of common milkweek asclepias syriaca|1994,,Intra-umbel geitonogamy and umbel size in a natural population of Common Milkweek (Asclepias syriaca).,1994,report,mutualist,P3,0,,other_source_type,manual_source_type_and_biological_screen
doi:10.54612/a.3p86ficcnl,10.54612/a.3p86ficcnl,Arctic biotic plant-associated networks unhinged,2026,book,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
titleyear:chapter 5 land nature and food|2026,,"Chapter 5: Land, Nature, and Food",2026,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5772/intechopen.1014876,10.5772/intechopen.1014876,Diversity and Bionomics of Agriculturally Important Diptera in the Afrotropical and Mediterranean Regions; Case Studies from Kenya and Türkiye,2026,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9781779641397-3,10.1201/9781779641397-3,Environmental Stress Mitigation and Adaptability Enhanced by Multitrophic Interaction,2026,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-96-9459-4_21,10.1007/978-981-96-9459-4_21,Reproductive Biology and Breeding Strategies for the Indian Rosewood: Dalbergia sissoo Roxb. ex DC,2025,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1016/b978-0-443-13961-1.00005-8,10.1016/b978-0-443-13961-1.00005-8,Temperature influences,2025,book-chapter,antagonist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-031-87035-4_7,10.1007/978-3-031-87035-4_7,Understanding the Physiology of Mango Trees in the Context of Climate Change,2025,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.11647/obp.0402.10,10.11647/obp.0402.10,10. Are mountain and plains zebra hybridising in north-west Namibia?,2024,book-chapter,antagonist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-031-56011-8_10,10.1007/978-3-031-56011-8_10,Climate Change Poses Threat to Helicoverpa zea Boddie (Lepidoptera: Noctuidae),2024,book-chapter,antagonist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-97-0331-9_11,10.1007/978-981-97-0331-9_11,Sweet Corn-Bell Pepper System,2024,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-031-73687-2_11,10.1007/978-3-031-73687-2_11,"Taxonomy, Demography and Status of Threatened Phlomoides superba (Royle ex Benth.) Kamelin & Makhm.",2024,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9781003305033-3,10.1201/9781003305033-3,Durian,2023,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5871/bacad/9780197267554.003.0001,10.5871/bacad/9780197267554.003.0001,Introduction,2023,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.4324/9781003351054-4,10.4324/9781003351054-4,Pollen,2023,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.3920/978-90-8686-932-9_7,10.3920/978-90-8686-932-9_7,Chapter 7: Behavioural ecology of plant-mosquito relations,2022,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1201/9781003260097-1,10.1201/9781003260097-1,Introduction,2022,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.5772/intechopen.98203,10.5772/intechopen.98203,Climate Change and Its Potential Impacts on Insect-Plant Interactions,2021,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-030-44963-6_12,10.1007/978-3-030-44963-6_12,Reproductive Biology and Conservation of the Living Rock Ariocarpus fissuratus,2020,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-15-4210-7_1,10.1007/978-981-15-4210-7_1,Reproductive Ecology of Flowering Plants: An Introduction,2020,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1079/9781786393777.0244,10.1079/9781786393777.0244,The cucurbits.,2020,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-981-13-7627-6_7,10.1007/978-981-13-7627-6_7,Reproductive Biology,2019,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-030-30746-2_2,10.1007/978-3-030-30746-2_2,The ‘Sixth Mass Extinction Crisis’ and Its Impact on Flowering Plants,2019,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-319-73969-4_7,10.1007/978-3-319-73969-4_7,Conclusion,2018,book-chapter,mutualist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.4160/9789290604761-12,10.4160/9789290604761-12,"Greenhouse whitefly, Trialeurodes vaporariorum (Westwood 1956)",2016,book,antagonist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.1007/978-3-319-42096-7_46,10.1007/978-3-319-42096-7_46,Leaf Color Variability,2016,book-chapter,antagonist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
doi:10.4160/9789290604761-9,10.4160/9789290604761-9,"Serpentine leafminer fly, Liriomyza huidobrensis (Blanchard 1926)",2016,book,antagonist,P3,-1,nonprimary_source_type,other_source_type,manual_source_type_and_biological_screen
